slug,title,first_line,book_slug,book_title,text,html_url,json_url,txt_url
post-impressions-iii,Post Impressions III,this wind is a Lady with,and,&,"this wind is a Lady with
bright slender eyes(who

moves)at sunset
and who—touches—the
hills without any reason

(i have spoken with this
indubitable and green person “Are
You the wind?” “Yes” “why do you touch flowers
as if they were unalive,as

if They were ideas?” “because,sir
things which in my mind blossom will
stumble beneath a clumsiest disguise,appear
capable of fragility and indecision

—do not suppose these
without any reason and otherwise
roses and mountains
different from the i am who wanders

imminently across the renewed world”
to me said the)wind being A lady in a green
dress,who;touches:the fields
(at sunset)",https://cummings.ee/book/and/poem/post-impressions-iii/,https://cummings.ee/book/and/poem/post-impressions-iii.json,https://cummings.ee/book/and/poem/post-impressions-iii.txt
post-impressions-ix,Post Impressions IX,of this sunset(which is so,and,&,"of this sunset(which is so
filled with fear people bells)i
say your eyes can take 
day away more softly horribly suddenly;

(of these two most
early stars wincing upon a single
colour,i know only that your hands
move more simply upon the evening

and à propos such light and shape as means
the moon,i somehow feel
your smile slightly is a more
minute adventure)

lady.   The clumsy dark threatens(and i do
not speak nor think nor am aware
of anything
            save that these houses bulge
like memories in one crooked street

of a mind peacefully and skilfully which is disappearing",https://cummings.ee/book/and/poem/post-impressions-ix/,https://cummings.ee/book/and/poem/post-impressions-ix.json,https://cummings.ee/book/and/poem/post-impressions-ix.txt
post-impressions-v,Post Impressions V,Paris;this April sunset completely utters;,and,&,"Paris;this April sunset completely utters;
utters serenely silently a cathedral

before whose upward lean magnficent face
the streets turn young with rain,

spiral acres of bloated rose
coiled within cobalt miles of sky
yield to and heed
the mauve
          of twilight(who slenderly descends,
daintily carrying in her eyes the dangerous first stars)
people move love hurry in a gently

arriving gloom and
see!(the new moon
fills abruptly with sudden silver
these torn pockets of lame and begging colour)while
there and here the lithe indolent prostitute
Night,argues

with certain houses",https://cummings.ee/book/and/poem/post-impressions-v/,https://cummings.ee/book/and/poem/post-impressions-v.json,https://cummings.ee/book/and/poem/post-impressions-v.txt
post-impressions-vii,Post Impressions VII,my smallheaded pearshaped,and,&,"my smallheaded pearshaped

lady in gluey twilight
moving,suddenly

is three animals.  The
minute waiste continually

with an African gesture

utters a frivolous intense half of
Girl which(like some

floating snake upon itself always and
slowly which upward certainly is pouring)emits
a pose
      :to twitter wickedly

whereas the big and firm legs moving solemnly
like careful and furious and beautiful elephants

(mingled in whispering thickly smooth thighs
thinkingly)
remind me of Woman and

how between
her hips India is.",https://cummings.ee/book/and/poem/post-impressions-vii/,https://cummings.ee/book/and/poem/post-impressions-vii.json,https://cummings.ee/book/and/poem/post-impressions-vii.txt
post-impressions-vi,Post Impressions VI,I remark this beach has been used too.    much Too.    originally,and,&,"I remark this beach has been used too.    much Too.    originally
spontaneous twurls-of-excrement inanely codified with superb
sunlight,    jolts of delapidation bath-houses whose opened
withins ejaculate. obscenity    the tide Did dl es a,fad ed
explosion of, pink!stocking

w h e e saysthesea-brE aking-b Re  akin g(brea )K    ing

my Nose puts on sharp robes of uncouth odour,for an onion!for
one—onion for.   putrescence is Cubical    sliced-nicelybits
Of,  shivers ofcrin Ging stink.dull, globular glows and
flatchatte ringarom a .s

—w hee e;

seasays.Break snice-Ly in-twin K les Of,CleaN

a booming smell waddles toward,me,dressed like a Plum grinning
softly,New   focus-of disintegrat i o n ?    my

mind laughsin- to Slivers of (unthinking.c’est

l’heure

       exquise)i remind Me of HerThe delicate-swill tints of

hair Whose(the lit-tle m-oo-n’s o u t )    flesh    stalks
the Momentinmyarms

your expression
               my love
                      when most passionate.,

                                           my,love
is thatofa  fly.pre cisel  Yhalf

(squashe)d

          with,its,little,solemn,    entrails",https://cummings.ee/book/and/poem/post-impressions-vi/,https://cummings.ee/book/and/poem/post-impressions-vi.json,https://cummings.ee/book/and/poem/post-impressions-vi.txt
post-impressions-viii,Post Impressions VIII,i was sitting in mcsorley’s    outside it was New York and beauti-,and,&,"i was sitting in mcsorley’s    outside it was New York and beauti-
fully snowing.

Inside snug and evil.    the slobbering walls filthily push witless
creases of screaming warmth chuck pillows are noise funnily swallows
swallowing revolvingly pompous a the swallowed mottle with smooth or
a but of rapidly goes gobs the and of flecks of and a chatter sobbings
intersect with which distinct disks of graceful oath,upsoarings the
break on     ceiling-flatness

the Bar.tinking lucious jigs dint of ripe silver with warmlyish
wetflat splurging smells waltz the glush of squirting taps plus slush
of foam knocked off and a faint piddle-of-drops she says I ploc spittle
what the lands thaz me kid in no sir hopping sawdust you kiddo he’s a
palping wreaths of badly Yep cigars who jim him why gluey grins topple
together eyes pout gestures stickily point made glints squinting who’s
a wink bum-nothing and money fuzzily mouths take big wobbly foot-steps
every goggle cent of it get out ears dribbles soft right old feller
belch the chap hic summore eh chuckles skulch....

and i aws sitting in the din thinking drinking the ale,which never
lets you grow old blinking at the low ceiling my being pleasantly was
punctuated by the always retchings of a worthless lamp.

when With a minute terrif    iceffort one dirty squeal of soiling light 
yanKing from bushy obscurity a bald greenish foetal head established
It suddenly upon the huge neck around whose unwashed sonorous muscle
the filth of a collar hung gently.

(spattered)by this instant of semiluminous nausea A vast wordless
nondescript genie of trunk trickled firmly in to one exactly-mutilated
ghost of a chair,

a;domeshaped interval of complete plasticity,shoulders,sprouted the
extraordinary arms through an angle of ridiculous velocity commenting
upon an unclean table,and,whose distended immense Both paws slowly
loved a dinted mug

gone Darkness    it was so near to me,i ask of shadow won't you have a
drink?

(the eternal perpetual question)

Inside snugandevil.    i was sitting in mcsorley’s    It,did not answer.

outside.(it was New York and beautifully,snowing....",https://cummings.ee/book/and/poem/post-impressions-viii/,https://cummings.ee/book/and/poem/post-impressions-viii.json,https://cummings.ee/book/and/poem/post-impressions-viii.txt
post-impressions-x,Post Impressions X,SNO,and,&,"     a white idea(Listen

 drenches:earth’s ugly)mind.
‚Rinsing with exact death

 the annual brain
                  clotted with loosely voices
 look
 look.   Skillfully

.fingered by(a parenthesis
 the)pond on whoseswooning edge

 black trees think

(hear little knives of flower
 stropping sof a.   Thick silence)

 blacktreesthink

 tiny‚angels sharpen:themselves

(on
    air)
 don't speak
             A white idea‚

 drenching.   earth’s brain detaches
 clottingsand from a a nnual(ugliness
 of)rinsed mind slowly:

 from!the:A wending putrescense.   a.of,loosely


;voices",https://cummings.ee/book/and/poem/post-impressions-x/,https://cummings.ee/book/and/poem/post-impressions-x.json,https://cummings.ee/book/and/poem/post-impressions-x.txt
post-impressions-xi,Post Impressions XI,my eyes are fond of the east side,and,&,"my eyes are fond of the east side
as i lie asleep my eyes go into Allen street the dark long cool tunnel
of raving colour,on either side the windows are packed with hardslippery
greens and helplessbaby blues and stic-ky chromes and prettylemons and
virginal pinks and wealthy vermilion and breathless-scarlet,dark colours
like ’cellos keen fiddling colours colours cOOler than harps colours
p r i c k i n glike piccolos thumPing colours like a bangofpiano colours
which,are,the,flowery pluckings of a harpsichord colours of Pure percus-
sion colours-like-trumpets they(writhe they,struggleinweird chords of
humorous,fury heapingandsqueezing tum-bling-scratchingcrowd ingworming
each by screeching Each)on either side the street's DarkcOOllinGBody
windows,are. clenched. fistsoftint.
            TUMTITUMTIDDLE
if sometimes my eyes stay at home
then my mouth will go out into the East side,my mouth goes to the peddlers,
to the peddlers of smooth,fruits of eager colours of the little,huddling
nuts and the bad candies my,mouth loves melons slitted with bright knives,
it stains itself, with currants and cherries it (swallow s bun chesofnew
grapes likeGree n A r e b u b b l e s asc end-ing inthecarts my,mouth
is,fond of tiny plums of tangerines and apples it will,Gorge indistinct
palishflesh of laZilytas tingg OO seberries,it,loves these better than,
cubesandovalsof sweetness but it swallow) s greedily sugaredellipses it
does not disdain picKles,once,it,ate a scarlet pepper and my eyes were
buttoned with pain
            THE BLACK CAT WITH
is there anything my ears love it’s
to go into the east Side in a. dark street a hurDygurdY with thequeer
hopping ghosts of children.   my,ears know the fuZZy tune that’s played
by the Funny hand of the paralyticwhose dod d e rin g partner whEEl
shi min chb yi nch along the whirlingPeaceful furious street people
drop,coppers into,the littletin-cup His wrappedupbody Queerly Has,my,
ears,go into Hassan’s place the kanoonchir p ing the bigtwittering
zither-and the mealy,ladies dancing thicklyfoolish,with,the,tam,bou,
rine,s And the violin spitting squeakysongs into the cuspidor-col our-
edRoom and,my ears bend to the little silent handorgan propping the
curve of the tiny motheaten old manwhose Beard rests.onthetopwhose
silly,Hand revolves,perfectly,slowlywith,the handle ofa crankin It
The L’s roar tortures-pleasantly myears it is,like the,Jab:of a dark
tool.   With a cleverjeRk in itlike the motionofa Sharp Knife-sN ap-
pingof fadeadf ish’ shead Or,the whipping of a blackSnake cu tSudden ly
in 2 that,writhes...A.lit.tleora basket of RipeBlackbeRRies emptied
suddenl (y down the squirming sPine of the)unsuspecting street;
            THE YELLOW EYES AND
—;i Like to
Lie On My Couch at Christopher Street For my stomach goes out into The
east side my sex sitting upright on the stomach like A billiken with
hisknees huggedtogether it,goes out into the rapid hard women and
intotheslow hot women   my Stomach ruBSiTSElf kew-re-ous-ly a mong
Them(among their stomachs andtheir sexes   )stomachsofold pe o plelLike
hideous vegetables weazEned with-being-put-too-long in windows and
never sold and couldn't-be-given-away because Who?wanted them,stom-
achslikEDead fishe s s olemnandputrid vast,stomachs bLurting and
cHuckling like uninteresting-landscapes made interesting by earTHQuake
empty stomachsClenche Dtothe beautiful-curveofhunger, cHuBbY stomachs
which have not,known other stomachs and their Sexis a Lone ly,flower
whose secretloveliness hur.ts itse;l.f to no-thing    signifi-cant
stomachs:Who carry-tadpole!s,stomachs of little,girls smoothanduseless
i,like,best,the,stomachs,of the young (girls silky and lewd)like corn
s l e n derl y tottering in sun-light
            THE

nobody(knows and WhoEver would)?dance lewd dollies pretty and putrid
dollies of-love-and-of-death dollies of perfect life,

dollies of anyway
            VIOLIN",https://cummings.ee/book/and/poem/post-impressions-xi/,https://cummings.ee/book/and/poem/post-impressions-xi.json,https://cummings.ee/book/and/poem/post-impressions-xi.txt
post-impressions-xii,Post Impressions XII,suppose,and,&,"suppose
Life is an old man carrying flowers on his head.

young death sits in a café
smiling,a piece of money held between
his thumb and first finger

(i say “will he buy flowers” to you
and “Death is young
life wears velour trousers
life totters,life has a beard” i

say to you who are silent.—“Do you see
Life?he is there and here,
or that,or this
or nothing or an old man 3 thirds
asleep,on his head
flowers,always crying
to nobody something about les
roses les bluets
                 yes,
                     will He buy?
Les belles bottes—oh hear
pas chères”)

and my love slowly answered I think so.  But
I think I see someone else

there is a lady,whose name is Afterwards
she is sitting beside young death,is slender;
likes flowers.",https://cummings.ee/book/and/poem/post-impressions-xii/,https://cummings.ee/book/and/poem/post-impressions-xii.json,https://cummings.ee/book/and/poem/post-impressions-xii.txt
post-impressions-xiii,Post Impressions XIII,"the dress was a suspicious madder, importing the cruelty of roses.",and,&,"the dress was a suspicious madder,importing the cruelty of roses.
The exciting simplicity of her hipless body,pausing to invent im-
perceptible bulgings of the pretended breasts,forked in surpris-
able unliving eyes chopped by a swollen inanity of picture hat.
   the arms hung ugly., the hands sharp and impertinently dead.
   expression began with the early cessation of her skirt.   flesh-
less melody of the,keenly lascivious legs.   painful ankles large
acute brutal feet propped on irrelevantly ferocious heels.
   Her gasping slippery body moved with the hideous spontaneity
of a solemn mechanism.   beneath her drab tempo of hasteful futility
lived brilliantly the enormous rhythm of absurdity.
   skin like the poisonous fragility of ice newly formed upon an old
pool.   Her nose was small,exact,stupid.   mouth normal,large,unclever.
hair genuinely artificial,unpleasantly tremendous.
   under flat lusts of light her nice concupiscence appeared rounded.
   if she were alive,death was amusing",https://cummings.ee/book/and/poem/post-impressions-xiii/,https://cummings.ee/book/and/poem/post-impressions-xiii.json,https://cummings.ee/book/and/poem/post-impressions-xiii.txt
post-impressions-xiv,Post Impressions XIV,"inthe,exquisite;",and,&,"inthe,exquisite;

morning   sure   lyHer eye s exactly sit,ata little roundtable
among otherlittle roundtables   Her,eyes    count  slow(ly

obstre peroustimidi ties surElyfl)oat   iNg,the

ofpieces ofof sunlıgh tof fa l l in gof throughof treesOf.

(Fields Elysian

the like,a)slEEping neck a breathing a   ,lies
(slo wlythe wom an pa)ris her
flesh:wakes
            in little streets

while exactlygir lisHlegs;play;ing;nake;D
and

chairs wait under the trees

Fields slowly Elysian in
a firmcool-Ness    taxis, s.QuirM

and,  b etw ee nch air st ott er s thesillyold
WomanSellingBalloonS

In theex qui site

morning,
         her sureLyeye s sit-ex actly her sitsat a surely!little,
roundtable amongother;littleexactly round.   tables,

Her
   .eyes",https://cummings.ee/book/and/poem/post-impressions-xiv/,https://cummings.ee/book/and/poem/post-impressions-xiv.json,https://cummings.ee/book/and/poem/post-impressions-xiv.txt
sonnets-actualities-i,Sonnets—Actualities I,when my love comes to see me it’s,and,&,"when my love comes to see me it’s
just a little like music,a
little more like curving colour(say
orange)
       against silence,or darkness....

the coming of my love emits
a wonderful smell in my mind,

you should see when i turn to find
her how my least heart-beat becomes less.
And then all her beauty is a vise

whose stilling lips murder suddenly me,

but of my corpose the tool her smile makes something
suddenly luminous and precise

—and then we are I and She....

what is that the hurdy-gurdy’s playing",https://cummings.ee/book/and/poem/sonnets-actualities-i/,https://cummings.ee/book/and/poem/sonnets-actualities-i.json,https://cummings.ee/book/and/poem/sonnets-actualities-i.txt
sonnets-actualities-ii,Sonnets—Actualities II,"it is funny,you will be dead some day.",and,&,"it is funny,you will be dead some day.
By you the mouth hair eyes,and i mean
the unique and nervously obscene

need;it’s funny.   They will all be dead

knead of lustfulhunched deeplytoplay
lips and stare the gross fuzzy-pash
—dash—and the dark gold delicately smash....
grass,and the stars,of my shoulder in stead.

It is a funny,thing.   And you will be

and i and all the days and nights that matter
knocked by sun moon jabbed jerked with ecstasy
....tremble(not knowing how much better

than me will you like the rain’s face and

the rich improbable hands of the Wind)",https://cummings.ee/book/and/poem/sonnets-actualities-ii/,https://cummings.ee/book/and/poem/sonnets-actualities-ii.json,https://cummings.ee/book/and/poem/sonnets-actualities-ii.txt
sonnets-actualities-iii,Sonnets—Actualities III,"i have loved,let us see if that’s all.",and,&,"i have loved,let us see if that’s all.
Bit into you as teeth, in the stone
of a musical fruit.   My lips pleasantly groan
on your taste.   Jumped the quick wall

of your smile into stupid gardens
if this were not enough(not really enough
pulled one before one the vague tough

exquisite

         flower,whom hardens
richly,darkness.   On the whole
possibly have i loved....?you)
                              sheath before sheath

stripped to the Odour.    (and here’s what WhoEver will know
Had you as bite teeth;
i stood with you as a foal

stands but as the trees,lay,which grow",https://cummings.ee/book/and/poem/sonnets-actualities-iii/,https://cummings.ee/book/and/poem/sonnets-actualities-iii.json,https://cummings.ee/book/and/poem/sonnets-actualities-iii.txt
sonnets-actualities-iv,Sonnets—Actualities IV,utterly and amusingly i am pash,and,&,"utterly and amusingly i am pash
possibly because
                .dusk and if it
perhaps drea-mingly Is(not-
quite trees hugging with the rash,
coherant light
              )only to trace with
stiffening slow shrill eyes beyond a fit-
and-cling of stuffs the alert willing myth
of body,which will make oddly to strut
my indolent priceless smile,
                            until
this very frail enormous star(do you see
it?)and this shall dance upon the nude
and final silence and shall the
(i do but touch you)timid lewd
moon plunge skilfully into the hill.",https://cummings.ee/book/and/poem/sonnets-actualities-iv/,https://cummings.ee/book/and/poem/sonnets-actualities-iv.json,https://cummings.ee/book/and/poem/sonnets-actualities-iv.txt
sonnets-actualities-ix,Sonnets—Actualities IX,let’s live suddenly without thinking,and,&,"let’s live suddenly without thinking

under honest trees,
                   a stream
does,the brain of cleverly-crinkling
-water pursues the angry dream
of the shore.   By midnight,
                            a moon
scratches the skin of the organised hills

an edged nothing begins to prune

let’s live like the light that kills
and let’s as silence,
                     because Whirl’s after all:
(after me)love,and after you
I occasionally feel vague how
vague i don’t know tenuous Now-
spears and The Then-arrows making do
our mouths something red,something tall",https://cummings.ee/book/and/poem/sonnets-actualities-ix/,https://cummings.ee/book/and/poem/sonnets-actualities-ix.json,https://cummings.ee/book/and/poem/sonnets-actualities-ix.txt
sonnets-actualities-vi,Sonnets—Actualities VI,when i have thought of you somewhat too,and,&,"when i have thought of you somewhat too
much and am become perfectly and
simply Lustful....sense a gradual stir
of beginning muscle,and what it will do
to me before shutting....understand
i love you....feel your suddenly body reach
for me with a speed of white speech

(the simple instant of perfect hunger
Yes)
    how beautifully swims
the fooling world in my huge blood,
cracking brains A swiftlyenormous light
—and furiously puzzling through,prismatic,whims
the chattering self perceives with hysterical fright

a comic tadpole wriggling in delicious mud",https://cummings.ee/book/and/poem/sonnets-actualities-vi/,https://cummings.ee/book/and/poem/sonnets-actualities-vi.json,https://cummings.ee/book/and/poem/sonnets-actualities-vi.txt
sonnets-actualities-v,Sonnets—Actualities V,before the fragile gradual throne of night,and,&,"before the fragile gradual throne of night
slowly when several stars are opening
one beyond one immaculate curving
cool treasures of silence
                         (slenderly wholly
rising,herself uprearing wholly slowly,
lean in the hips and her sails filled with dream—
when on a green brief gesture of twilight
trembles the imagined galleon of Spring)

somewhere unspeaking sits my life;the grim
clenched mind of me somewhere begins again,
shares the year’s perfect agony.   Waiting

(always)upon a fragile instant when

herself me(slowly, wholly me)will press
in the young lips unearthly slenderness",https://cummings.ee/book/and/poem/sonnets-actualities-v/,https://cummings.ee/book/and/poem/sonnets-actualities-v.json,https://cummings.ee/book/and/poem/sonnets-actualities-v.txt
sonnets-actualities-vii,Sonnets—Actualities VII,autumn is:that between there and here,and,&,"autumn is:that between there and here
gladness flays hideously hills.
It was in the spring of this very year

(a spring of wines women and window-sills)
i met that hideous gladness,per the face
—pinxit,who knows?   Who knows?   Some “allemand”....?
of Goethe,since exempt from heaven’s grace,

in an engraving belonging to my friend.
Whom i salute,by what is dear to us;
and by a gestured city stilled in the framing
twilight of Spring....and the dream of dreaming
—and i fall back,quietly amorous
of,through the autumn indisputably roaming

death’s big rotten particular kiss.",https://cummings.ee/book/and/poem/sonnets-actualities-vii/,https://cummings.ee/book/and/poem/sonnets-actualities-vii.json,https://cummings.ee/book/and/poem/sonnets-actualities-vii.txt
sonnets-actualities-viii,Sonnets—Actualities VIII,"fabulous against   ,a,fathoming jelly",and,&,"fabulous against   ,a,fathoming jelly
of vital futile light as she
does not stand-ing.unsits

                         her(wrist
performs a thundering trivial)it.y

protuberant through the room’s skilfull of thing
silent spits discrete lumps of noise....
furniture

          unsolemnly   :bur   sting
the skinfull of Ludicrous,solidity which a.   ,kissed
with is nearness.(peers:body of

                               aching toys
in unsmooth sexual luminosity spree.

—dear)the   uncouthly Her.thuglike stare the
pollenizing vacancy
when,Thy patters?hands....is swig

it does who eye    sO neatly big",https://cummings.ee/book/and/poem/sonnets-actualities-viii/,https://cummings.ee/book/and/poem/sonnets-actualities-viii.json,https://cummings.ee/book/and/poem/sonnets-actualities-viii.txt
sonnets-actualities-x,Sonnets—Actualities X,if i should sleep with a lady called death,and,&,"if i should sleep with a lady called death
get another man with firmer lips
to take your new mouth in his teeth
(hips pumping pleasure into hips).

Seeing how the limp huddling string
of your smile over his body squirms
kissingly,i will bring you every spring
handfuls of little normal worms.

Dress deftly your flesh in stupid stuffs,
phrase the immense weapon of your hair.
Understanding why his eye laughs.
i will bring you every year

something which is worth the whole,
an inch of nothing for your soul.",https://cummings.ee/book/and/poem/sonnets-actualities-x/,https://cummings.ee/book/and/poem/sonnets-actualities-x.json,https://cummings.ee/book/and/poem/sonnets-actualities-x.txt
sonnets-actualities-xi,Sonnets—Actualities XI,my naked lady framed,and,&,"my naked lady framed
in twilight is an accident

whose niceness betters easily the intent
of genius—
          painting wholly feels ashamed
before this music, and poetry cannot
go near because perfectly fearful.

meanwhile these speak her wonderful
But i(having in my arms caught

the picture)hurry it slowly

to my mouth,taste the accurate demure
ferocious
          rhythm of
                    precise
laziness.  Eat the price

of an imaginable gesture

exact warm unholy",https://cummings.ee/book/and/poem/sonnets-actualities-xi/,https://cummings.ee/book/and/poem/sonnets-actualities-xi.json,https://cummings.ee/book/and/poem/sonnets-actualities-xi.txt
sonnets-actualities-xii,Sonnets—Actualities XII,i have found what you are like,and,&,"i have found what you are like
the rain.

         (Who feathers frightened fields
with the superior dust-of-sleep.  wields

easily the pale club of the wind
and swirled justly souls of flower strike

the air in utterable coolness

deeds of green thrilling light
                               with thinned

newfragile yellows

                    lurch and.press

—in the woods
              which
                    stutter
                            and

                                sing
And the coolness of your smile is
stirringofbirds between my arms;but
i should rather than anything
have(almost when hugeness will shut
quietly)almost,
               your kiss",https://cummings.ee/book/and/poem/sonnets-actualities-xii/,https://cummings.ee/book/and/poem/sonnets-actualities-xii.json,https://cummings.ee/book/and/poem/sonnets-actualities-xii.txt
sonnets-actualities-xiii,Sonnets—Actualities XIII,"upon the room’s
                silence,i will sew",and,&,"upon the room’s
                silence,i will sew

a nagging button of candlelight
(halfstoopingto exactly kiss the trite

worm of her nakedness
                      until it go

rapidly to bed:i will get in with
it,wisely,pester skilfully,teasing
its lips,absurd eyes,the hair).   Creasing
its smoothness—and leave the bed agrin with

memories
        (this white woman and i who

love to feel what it will do
in my bullying fingers)
as for the candle,it’ll

turn into a little curse

of wax.   Something,distinct and.   Amusing,brittle",https://cummings.ee/book/and/poem/sonnets-actualities-xiii/,https://cummings.ee/book/and/poem/sonnets-actualities-xiii.json,https://cummings.ee/book/and/poem/sonnets-actualities-xiii.txt
sonnets-actualities-xv,Sonnets—Actualities XV,(the phonograph’s voice like a keen spider skipping,and,&,"(the phonograph’s voice like a keen spider skipping

quickly over patriotic swill.
The,negress,in the,rocker by the,curb,tipping

and tipping,the flocks of pigeons.   An the skil-

ful loneliness,and the rather fat
man in bluishsuspenders half-reading the
Evening Something
                  in the normal window.   and a cat.

A cat waiting for god knows makes me

wonder if i’m alive(eye pries,

not open.   Tail stirs.)   And the,  fire-escapes—
the night. makes me wonder if,if i am
the face of a baby smeared with beautiful jam

or

  my invincible Nearness rapes

laughter from your preferable,eyes",https://cummings.ee/book/and/poem/sonnets-actualities-xv/,https://cummings.ee/book/and/poem/sonnets-actualities-xv.json,https://cummings.ee/book/and/poem/sonnets-actualities-xv.txt
sonnets-actualities-xiv,Sonnets—Actualities XIV,the ivory performing rose,and,&,"the ivory performing rose

of you, worn upon my mind
all night, quitting only in the unkind

dawn its muscle amorous

pricks with minute odour these gross
days
     when i think of you and do not live:
and the empty twilight cannot grieve
nor the autumns, as i grieve,faint for your face

O stay with me slighty.   or until

with neat obscure obvious hands

Time stuff the sincere stomach of each mill

of the ingenious gods.(i am punished.
They have stolen into recent lands
the flower
           with their enormous fingers unwished",https://cummings.ee/book/and/poem/sonnets-actualities-xiv/,https://cummings.ee/book/and/poem/sonnets-actualities-xiv.json,https://cummings.ee/book/and/poem/sonnets-actualities-xiv.txt
sonnets-actualities-xvi,Sonnets—Actualities XVI,a blue woman with sticking out breasts hanging,and,&,"               a blue woman with sticking out breasts hanging
clothes.   On the line, not so old
for the mother of twelve undershirts(we are told
by is it Bishop Taylor who need hanging

that marriage is a sure cure for masturbation).

                    A dirty wind,twitches the,clothes which are clean
—this is twilight,
                 a little puppy hopping between

skipping
         children
                 (It is the consummation
of day,the hour)she says to me you big fool
she says i says to her i says Sally
i says
       the

          mmmoon,begins to,drool

softly,in the hot alley,

a nigger’s voice feels curiously cool
(suddenly-Lights go!on,by schedule",https://cummings.ee/book/and/poem/sonnets-actualities-xvi/,https://cummings.ee/book/and/poem/sonnets-actualities-xvi.json,https://cummings.ee/book/and/poem/sonnets-actualities-xvi.txt
sonnets-actualities-xix,Sonnets—Actualities XIX,the mind is its own beautiful prisoner.,and,&,"the mind is it own beautiful prisoner.
Mine looked long at the sticky moon
opening in dusk her new wings

then decently hanged himself,one afternoon.

The last thing he saw was you
naked amid unnaked things,

your flesh,a succinct wandlike animal,
a little strolling with the futile purr
of blood;your sex squeaked like a billiard-cue
chalking itself,as not to make an error,
with twists spontaneously methodical.
He suddenly tasted worms windows and roses

he laughed,and closed his eyes as a girl closes
her left hand upon a mirror.",https://cummings.ee/book/and/poem/sonnets-actualities-xix/,https://cummings.ee/book/and/poem/sonnets-actualities-xix.json,https://cummings.ee/book/and/poem/sonnets-actualities-xix.txt
sonnets-actualities-xvii,Sonnets—Actualities XVII,(let us tremble)a personal radiance sits,and,&,"(let us tremble)a personal radiance sits
hideously upon the trafficking hum
of dusk
        each street takes of shadowy
light the drollsnowing delirium

(we do not speak!)
                   tumbled hushingly bits
of downward flower flowing without or cease

or time;a naming stealth of ectasy
means,like a girl lasciviously frail,
                                     peace

(dreaming is better)

                    murdering coolness slowly
in peopling places seeks play:withs of star
link clauses of warmth
                      (after dream who knows?)
a blackish cat and a bluish cat are

eyeing,as with almost melancholy
delicacy night gargles windows.",https://cummings.ee/book/and/poem/sonnets-actualities-xvii/,https://cummings.ee/book/and/poem/sonnets-actualities-xvii.json,https://cummings.ee/book/and/poem/sonnets-actualities-xvii.txt
sonnets-actualities-xviii,Sonnets—Actualities XVIII,—G O N splashes-sink,and,&,"                     —G O N splashes-sink
which is east eight,a star of three annoys

me,but the stink of perfumed noise
fiercely mounts from the fireman’s ball,i think

and also i think of you,getting mandolin-clink
mixed with your hair;feeling your knees
amoung the supercilious chimneys,

my nerves sumptuously wink
....and little-dusk has his toys to play with
windows-and-whispers,
                    (will BigMorning get away with
them?)’m’en doute,)
                   chérie,j’m’em doute.

the accurate key to a palace

—You.—in this window sits a Face
(it is twilight)a Face playing on a flute",https://cummings.ee/book/and/poem/sonnets-actualities-xviii/,https://cummings.ee/book/and/poem/sonnets-actualities-xviii.json,https://cummings.ee/book/and/poem/sonnets-actualities-xviii.txt
sonnets-actualities-xx,Sonnets—Actualities XX,my sonnet is A light goes on in,and,&,"my sonnet is A light goes on in
the toiletwindow,that’s straightacross from
my window,night air bothered with a rustling din

sort of sublimated tom-tom
which quite outdoes the mandolin-

man’s tiny racket.   The horses sleep upstairs.
And you can see their ears.   Ears win-

k,funny stable.   In the morning they go out in pairs:
amazingly,one pair is white
(but you know that)they look at each other.   Nudge.

(if they love each other,who cares?)
They pull the morning out of the night.

I am living with a mouse who shares

my meals with him,which is fair as i judge.",https://cummings.ee/book/and/poem/sonnets-actualities-xx/,https://cummings.ee/book/and/poem/sonnets-actualities-xx.json,https://cummings.ee/book/and/poem/sonnets-actualities-xx.txt
sonnets-actualities-xxi,Sonnets—Actualities XXI,when you went away it was morning,and,&,"when you went away it was morning
(this,big horses;light feeling up
streets;heels taking derbies (where?) a pup
hurriedly hunched over swill;one butting

trolley imposingly empty;snickering
shop doors unlocked by white-grub
faces) clothes in delicate hubbub

as you stood thinking of anything,

maybe the world....But i have wondered since
isn’t it odd of you really to lie
a sharp agreeable flower between my

amused legs
            kissing with little dints

of april,making the obscene shy
breasts tickle,laughing when i wilt and wince",https://cummings.ee/book/and/poem/sonnets-actualities-xxi/,https://cummings.ee/book/and/poem/sonnets-actualities-xxi.json,https://cummings.ee/book/and/poem/sonnets-actualities-xxi.txt
sonnets-actualities-xxii,Sonnets—Actualities XXII,"you asked me to come:it was raining a little,",and,&,"you asked me to come:it was raining a little,
and the spring;a clumsy brightness of air
wonderfully stumbled above the square,
little amorous-tadpole people wiggled

battered by stuttering pearl,
                             leaves jiggled
to the jigging fragrance of newness
—and then.   My crazy fingers liked your dress
....your kiss,your kiss was a distinct brittle

flower,and the flesh crisp set
my love-tooth on edge.   So until light
each having each we promised to forget—

wherefore is there nothing left to guess:
the cheap intelligent thighs,the electric trite
thighs;the hair stupidly priceless.",https://cummings.ee/book/and/poem/sonnets-actualities-xxii/,https://cummings.ee/book/and/poem/sonnets-actualities-xxii.json,https://cummings.ee/book/and/poem/sonnets-actualities-xxii.txt
